Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Rye","Rye","Ending stocks","United States","Million bushels","2005/06","MY Jun-May",0.706
"Rye","Rye","Total disappearance","United States","Million bushels","2005/06","MY Jun-May",13.105
"Rye","Rye","Exports","United States","Million bushels","2005/06","MY Jun-May",0.014
"Rye","Rye","Total domestic use","United States","Million bushels","2005/06","MY Jun-May",13.091
"Rye","Rye","Feed and residual use","United States","Million bushels","2005/06","MY Jun-May",4.755
"Rye","Rye","Industrial use","United States","Million bushels","2005/06","MY Jun-May",2.246
"Rye","Rye","Seed use","United States","Million bushels","2005/06","MY Jun-May",2.87
"Rye","Rye","Food use","United States","Million bushels","2005/06","MY Jun-May",3.22
"Rye","Rye","Total supply","United States","Million bushels","2005/06","MY Jun-May",13.811
"Rye","Rye","Imports","United States","Million bushels","2005/06","MY Jun-May",5.481
"Rye","Rye","Production","United States","Million bushels","2005/06","MY Jun-May",7.537
"Rye","Rye","Beginning stocks","United States","Million bushels","2005/06","MY Jun-May",0.793
"Rye","Rye","Beginning stocks","United States","Million bushels","2006/07","MY Jun-May",0.706
"Rye","Rye","Production","United States","Million bushels","2006/07","MY Jun-May",7.193
"Rye","Rye","Imports","United States","Million bushels","2006/07","MY Jun-May",5.899
"Rye","Rye","Total supply","United States","Million bushels","2006/07","MY Jun-May",13.798
"Rye","Rye","Food use","United States","Million bushels","2006/07","MY Jun-May",3.25
"Rye","Rye","Seed use","United States","Million bushels","2006/07","MY Jun-May",2.75
"Rye","Rye","Industrial use","United States","Million bushels","2006/07","MY Jun-May",2.484
"Rye","Rye","Feed and residual use","United States","Million bushels","2006/07","MY Jun-May",4.763
"Rye","Rye","Total domestic use","United States","Million bushels","2006/07","MY Jun-May",13.247
"Rye","Rye","Exports","United States","Million bushels","2006/07","MY Jun-May",0.07
"Rye","Rye","Total disappearance","United States","Million bushels","2006/07","MY Jun-May",13.317
"Rye","Rye","Ending stocks","United States","Million bushels","2006/07","MY Jun-May",0.481
"Rye","Rye","Ending stocks","United States","Million bushels","2007/08","MY Jun-May",0.396
"Rye","Rye","Total disappearance","United States","Million bushels","2007/08","MY Jun-May",13.46
"Rye","Rye","Exports","United States","Million bushels","2007/08","MY Jun-May",0.251
"Rye","Rye","Total domestic use","United States","Million bushels","2007/08","MY Jun-May",13.209
"Rye","Rye","Feed and residual use","United States","Million bushels","2007/08","MY Jun-May",4.91
"Rye","Rye","Industrial use","United States","Million bushels","2007/08","MY Jun-May",2.279
"Rye","Rye","Seed use","United States","Million bushels","2007/08","MY Jun-May",2.74
"Rye","Rye","Food use","United States","Million bushels","2007/08","MY Jun-May",3.28
"Rye","Rye","Total supply","United States","Million bushels","2007/08","MY Jun-May",13.856
"Rye","Rye","Imports","United States","Million bushels","2007/08","MY Jun-May",7.064
"Rye","Rye","Production","United States","Million bushels","2007/08","MY Jun-May",6.311
"Rye","Rye","Beginning stocks","United States","Million bushels","2007/08","MY Jun-May",0.481
"Rye","Rye","Beginning stocks","United States","Million bushels","2008/09","MY Jun-May",0.396
"Rye","Rye","Production","United States","Million bushels","2008/09","MY Jun-May",8.315
"Rye","Rye","Imports","United States","Million bushels","2008/09","MY Jun-May",3.953
"Rye","Rye","Total supply","United States","Million bushels","2008/09","MY Jun-May",12.664
"Rye","Rye","Food use","United States","Million bushels","2008/09","MY Jun-May",3.31
"Rye","Rye","Seed use","United States","Million bushels","2008/09","MY Jun-May",2.58
"Rye","Rye","Industrial use","United States","Million bushels","2008/09","MY Jun-May",1.975
"Rye","Rye","Feed and residual use","United States","Million bushels","2008/09","MY Jun-May",3.974
"Rye","Rye","Total domestic use","United States","Million bushels","2008/09","MY Jun-May",11.839
"Rye","Rye","Exports","United States","Million bushels","2008/09","MY Jun-May",0.316
"Rye","Rye","Total disappearance","United States","Million bushels","2008/09","MY Jun-May",12.155
"Rye","Rye","Ending stocks","United States","Million bushels","2008/09","MY Jun-May",0.509
"Rye","Rye","Ending stocks","United States","Million bushels","2009/10","MY Jun-May",0.932
"Rye","Rye","Total disappearance","United States","Million bushels","2009/10","MY Jun-May",10.619
"Rye","Rye","Exports","United States","Million bushels","2009/10","MY Jun-May",0.073
"Rye","Rye","Total domestic use","United States","Million bushels","2009/10","MY Jun-May",10.546
"Rye","Rye","Feed and residual use","United States","Million bushels","2009/10","MY Jun-May",2.495
"Rye","Rye","Industrial use","United States","Million bushels","2009/10","MY Jun-May",2.161
"Rye","Rye","Seed use","United States","Million bushels","2009/10","MY Jun-May",2.56
"Rye","Rye","Food use","United States","Million bushels","2009/10","MY Jun-May",3.33
"Rye","Rye","Total supply","United States","Million bushels","2009/10","MY Jun-May",11.551
"Rye","Rye","Imports","United States","Million bushels","2009/10","MY Jun-May",4.251
"Rye","Rye","Production","United States","Million bushels","2009/10","MY Jun-May",6.791
"Rye","Rye","Beginning stocks","United States","Million bushels","2009/10","MY Jun-May",0.509
"Rye","Rye","Beginning stocks","United States","Million bushels","2010/11","MY Jun-May",0.932
"Rye","Rye","Production","United States","Million bushels","2010/11","MY Jun-May",7.48
"Rye","Rye","Imports","United States","Million bushels","2010/11","MY Jun-May",5.552
"Rye","Rye","Total supply","United States","Million bushels","2010/11","MY Jun-May",13.964
"Rye","Rye","Food use","United States","Million bushels","2010/11","MY Jun-May",3.35
"Rye","Rye","Seed use","United States","Million bushels","2010/11","MY Jun-May",2.52
"Rye","Rye","Industrial use","United States","Million bushels","2010/11","MY Jun-May",2.176
"Rye","Rye","Feed and residual use","United States","Million bushels","2010/11","MY Jun-May",4.968
"Rye","Rye","Total domestic use","United States","Million bushels","2010/11","MY Jun-May",13.014
"Rye","Rye","Exports","United States","Million bushels","2010/11","MY Jun-May",0.149
"Rye","Rye","Total disappearance","United States","Million bushels","2010/11","MY Jun-May",13.163
"Rye","Rye","Ending stocks","United States","Million bushels","2010/11","MY Jun-May",0.801
"Rye","Rye","Ending stocks","United States","Million bushels","2011/12","MY Jun-May",0.452
"Rye","Rye","Total disappearance","United States","Million bushels","2011/12","MY Jun-May",12.394
"Rye","Rye","Exports","United States","Million bushels","2011/12","MY Jun-May",0.157
"Rye","Rye","Total domestic use","United States","Million bushels","2011/12","MY Jun-May",12.237
"Rye","Rye","Feed and residual use","United States","Million bushels","2011/12","MY Jun-May",3.716
"Rye","Rye","Industrial use","United States","Million bushels","2011/12","MY Jun-May",2.531
"Rye","Rye","Seed use","United States","Million bushels","2011/12","MY Jun-May",2.61
"Rye","Rye","Food use","United States","Million bushels","2011/12","MY Jun-May",3.38
"Rye","Rye","Total supply","United States","Million bushels","2011/12","MY Jun-May",12.846
"Rye","Rye","Imports","United States","Million bushels","2011/12","MY Jun-May",5.994
"Rye","Rye","Production","United States","Million bushels","2011/12","MY Jun-May",6.051
"Rye","Rye","Beginning stocks","United States","Million bushels","2011/12","MY Jun-May",0.801
"Rye","Rye","Beginning stocks","United States","Million bushels","2012/13","MY Jun-May",0.452
"Rye","Rye","Production","United States","Million bushels","2012/13","MY Jun-May",6.542
"Rye","Rye","Imports","United States","Million bushels","2012/13","MY Jun-May",8.966
"Rye","Rye","Total supply","United States","Million bushels","2012/13","MY Jun-May",15.96
"Rye","Rye","Food use","United States","Million bushels","2012/13","MY Jun-May",3.4
"Rye","Rye","Seed use","United States","Million bushels","2012/13","MY Jun-May",2.99
"Rye","Rye","Industrial use","United States","Million bushels","2012/13","MY Jun-May",2.786
"Rye","Rye","Feed and residual use","United States","Million bushels","2012/13","MY Jun-May",6.073
"Rye","Rye","Total domestic use","United States","Million bushels","2012/13","MY Jun-May",15.249
"Rye","Rye","Exports","United States","Million bushels","2012/13","MY Jun-May",0.31
"Rye","Rye","Total disappearance","United States","Million bushels","2012/13","MY Jun-May",15.559
"Rye","Rye","Ending stocks","United States","Million bushels","2012/13","MY Jun-May",0.401
"Rye","Rye","Ending stocks","United States","Million bushels","2013/14","MY Jun-May",0.285
"Rye","Rye","Total disappearance","United States","Million bushels","2013/14","MY Jun-May",16.955
"Rye","Rye","Exports","United States","Million bushels","2013/14","MY Jun-May",0.268
"Rye","Rye","Total domestic use","United States","Million bushels","2013/14","MY Jun-May",16.687
"Rye","Rye","Feed and residual use","United States","Million bushels","2013/14","MY Jun-May",6.888
"Rye","Rye","Industrial use","United States","Million bushels","2013/14","MY Jun-May",3.399
"Rye","Rye","Seed use","United States","Million bushels","2013/14","MY Jun-May",2.97
"Rye","Rye","Food use","United States","Million bushels","2013/14","MY Jun-May",3.43
"Rye","Rye","Total supply","United States","Million bushels","2013/14","MY Jun-May",17.24
"Rye","Rye","Imports","United States","Million bushels","2013/14","MY Jun-May",9.213
"Rye","Rye","Production","United States","Million bushels","2013/14","MY Jun-May",7.626
"Rye","Rye","Beginning stocks","United States","Million bushels","2013/14","MY Jun-May",0.401
"Rye","Rye","Beginning stocks","United States","Million bushels","2014/15","MY Jun-May",0.285
"Rye","Rye","Production","United States","Million bushels","2014/15","MY Jun-May",7.189
"Rye","Rye","Imports","United States","Million bushels","2014/15","MY Jun-May",9.319
"Rye","Rye","Total supply","United States","Million bushels","2014/15","MY Jun-May",16.793
"Rye","Rye","Food use","United States","Million bushels","2014/15","MY Jun-May",3.45
"Rye","Rye","Seed use","United States","Million bushels","2014/15","MY Jun-May",3.2
"Rye","Rye","Industrial use","United States","Million bushels","2014/15","MY Jun-May",3.173
"Rye","Rye","Feed and residual use","United States","Million bushels","2014/15","MY Jun-May",6.141
"Rye","Rye","Total domestic use","United States","Million bushels","2014/15","MY Jun-May",15.964
"Rye","Rye","Exports","United States","Million bushels","2014/15","MY Jun-May",0.24
"Rye","Rye","Total disappearance","United States","Million bushels","2014/15","MY Jun-May",16.204
"Rye","Rye","Ending stocks","United States","Million bushels","2014/15","MY Jun-May",0.589
"Rye","Rye","Ending stocks","United States","Million bushels","2015/16","MY Jun-May",0.455
"Rye","Rye","Total disappearance","United States","Million bushels","2015/16","MY Jun-May",20.507
"Rye","Rye","Exports","United States","Million bushels","2015/16","MY Jun-May",0.181
"Rye","Rye","Total domestic use","United States","Million bushels","2015/16","MY Jun-May",20.326
"Rye","Rye","Feed and residual use","United States","Million bushels","2015/16","MY Jun-May",7.685
"Rye","Rye","Industrial use","United States","Million bushels","2015/16","MY Jun-May",5.321
"Rye","Rye","Seed use","United States","Million bushels","2015/16","MY Jun-May",3.84
"Rye","Rye","Food use","United States","Million bushels","2015/16","MY Jun-May",3.48
"Rye","Rye","Total supply","United States","Million bushels","2015/16","MY Jun-May",20.962
"Rye","Rye","Imports","United States","Million bushels","2015/16","MY Jun-May",8.757
"Rye","Rye","Production","United States","Million bushels","2015/16","MY Jun-May",11.616
"Rye","Rye","Beginning stocks","United States","Million bushels","2015/16","MY Jun-May",0.589
"Rye","Rye","Beginning stocks","United States","Million bushels","2016/17","MY Jun-May",0.455
"Rye","Rye","Production","United States","Million bushels","2016/17","MY Jun-May",13.337
"Rye","Rye","Imports","United States","Million bushels","2016/17","MY Jun-May",6.586
"Rye","Rye","Total supply","United States","Million bushels","2016/17","MY Jun-May",20.378
"Rye","Rye","Food use","United States","Million bushels","2016/17","MY Jun-May",3.5
"Rye","Rye","Seed use","United States","Million bushels","2016/17","MY Jun-May",4.11
"Rye","Rye","Industrial use","United States","Million bushels","2016/17","MY Jun-May",5.727
"Rye","Rye","Feed and residual use","United States","Million bushels","2016/17","MY Jun-May",6.168
"Rye","Rye","Total domestic use","United States","Million bushels","2016/17","MY Jun-May",19.505
"Rye","Rye","Exports","United States","Million bushels","2016/17","MY Jun-May",0.175
"Rye","Rye","Total disappearance","United States","Million bushels","2016/17","MY Jun-May",19.68
"Rye","Rye","Ending stocks","United States","Million bushels","2016/17","MY Jun-May",0.698
"Rye","Rye","Ending stocks","United States","Million bushels","2017/18","MY Jun-May",0.593
"Rye","Rye","Total disappearance","United States","Million bushels","2017/18","MY Jun-May",19.182
"Rye","Rye","Exports","United States","Million bushels","2017/18","MY Jun-May",0.157
"Rye","Rye","Total domestic use","United States","Million bushels","2017/18","MY Jun-May",19.025
"Rye","Rye","Feed and residual use","United States","Million bushels","2017/18","MY Jun-May",4.899
"Rye","Rye","Industrial use","United States","Million bushels","2017/18","MY Jun-May",6.326
"Rye","Rye","Seed use","United States","Million bushels","2017/18","MY Jun-May",4.27
"Rye","Rye","Food use","United States","Million bushels","2017/18","MY Jun-May",3.53
"Rye","Rye","Total supply","United States","Million bushels","2017/18","MY Jun-May",19.775
"Rye","Rye","Imports","United States","Million bushels","2017/18","MY Jun-May",8.825
"Rye","Rye","Production","United States","Million bushels","2017/18","MY Jun-May",10.252
"Rye","Rye","Beginning stocks","United States","Million bushels","2017/18","MY Jun-May",0.698
"Rye","Rye","Beginning stocks","United States","Million bushels","2018/19","MY Jun-May",0.593
"Rye","Rye","Production","United States","Million bushels","2018/19","MY Jun-May",8.454
"Rye","Rye","Imports","United States","Million bushels","2018/19","MY Jun-May",11.964
"Rye","Rye","Total supply","United States","Million bushels","2018/19","MY Jun-May",21.011
"Rye","Rye","Food use","United States","Million bushels","2018/19","MY Jun-May",3.55
"Rye","Rye","Seed use","United States","Million bushels","2018/19","MY Jun-May",3.91
"Rye","Rye","Industrial use","United States","Million bushels","2018/19","MY Jun-May",7.002
"Rye","Rye","Feed and residual use","United States","Million bushels","2018/19","MY Jun-May",5.981
"Rye","Rye","Total domestic use","United States","Million bushels","2018/19","MY Jun-May",20.443
"Rye","Rye","Exports","United States","Million bushels","2018/19","MY Jun-May",0.149
"Rye","Rye","Total disappearance","United States","Million bushels","2018/19","MY Jun-May",20.592
"Rye","Rye","Ending stocks","United States","Million bushels","2018/19","MY Jun-May",0.419
"Rye","Rye","Ending stocks","United States","Million bushels","2019/20","MY Jun-May",1.1
"Rye","Rye","Total disappearance","United States","Million bushels","2019/20","MY Jun-May",21.895
"Rye","Rye","Exports","United States","Million bushels","2019/20","MY Jun-May",0.205
"Rye","Rye","Total domestic use","United States","Million bushels","2019/20","MY Jun-May",21.69
"Rye","Rye","Feed and residual use","United States","Million bushels","2019/20","MY Jun-May",5.751
"Rye","Rye","Industrial use","United States","Million bushels","2019/20","MY Jun-May",8.259
"Rye","Rye","Seed use","United States","Million bushels","2019/20","MY Jun-May",4.11
"Rye","Rye","Food use","United States","Million bushels","2019/20","MY Jun-May",3.57
"Rye","Rye","Total supply","United States","Million bushels","2019/20","MY Jun-May",22.995
"Rye","Rye","Imports","United States","Million bushels","2019/20","MY Jun-May",11.908
"Rye","Rye","Production","United States","Million bushels","2019/20","MY Jun-May",10.668
"Rye","Rye","Beginning stocks","United States","Million bushels","2019/20","MY Jun-May",0.419
"Rye","Rye","Beginning stocks","United States","Million bushels","2020/21","MY Jun-May",1.1
"Rye","Rye","Production","United States","Million bushels","2020/21","MY Jun-May",11.582
"Rye","Rye","Imports","United States","Million bushels","2020/21","MY Jun-May",9.615
"Rye","Rye","Total supply","United States","Million bushels","2020/21","MY Jun-May",22.297
"Rye","Rye","Food use","United States","Million bushels","2020/21","MY Jun-May",3.59
"Rye","Rye","Seed use","United States","Million bushels","2020/21","MY Jun-May",4.51
"Rye","Rye","Industrial use","United States","Million bushels","2020/21","MY Jun-May",8.775
"Rye","Rye","Feed and residual use","United States","Million bushels","2020/21","MY Jun-May",3.981
"Rye","Rye","Total domestic use","United States","Million bushels","2020/21","MY Jun-May",20.856
"Rye","Rye","Exports","United States","Million bushels","2020/21","MY Jun-May",0.188
"Rye","Rye","Total disappearance","United States","Million bushels","2020/21","MY Jun-May",21.044
"Rye","Rye","Ending stocks","United States","Million bushels","2020/21","MY Jun-May",1.253
"Rye","Rye","Ending stocks","United States","Million bushels","2021/22","MY Jun-May",0.632
"Rye","Rye","Total disappearance","United States","Million bushels","2021/22","MY Jun-May",20.76
"Rye","Rye","Exports","United States","Million bushels","2021/22","MY Jun-May",0.197
"Rye","Rye","Total domestic use","United States","Million bushels","2021/22","MY Jun-May",20.563
"Rye","Rye","Feed and residual use","United States","Million bushels","2021/22","MY Jun-May",2.359
"Rye","Rye","Industrial use","United States","Million bushels","2021/22","MY Jun-May",10.044
"Rye","Rye","Seed use","United States","Million bushels","2021/22","MY Jun-May",4.55
"Rye","Rye","Food use","United States","Million bushels","2021/22","MY Jun-May",3.61
"Rye","Rye","Total supply","United States","Million bushels","2021/22","MY Jun-May",21.392
"Rye","Rye","Imports","United States","Million bushels","2021/22","MY Jun-May",10.331
"Rye","Rye","Production","United States","Million bushels","2021/22","MY Jun-May",9.808
"Rye","Rye","Beginning stocks","United States","Million bushels","2021/22","MY Jun-May",1.253
"Rye","Rye","Beginning stocks","United States","Million bushels","2022/23","MY Jun-May",0.632
"Rye","Rye","Production","United States","Million bushels","2022/23","MY Jun-May",12.453
"Rye","Rye","Imports","United States","Million bushels","2022/23","MY Jun-May",12.106
"Rye","Rye","Total supply","United States","Million bushels","2022/23","MY Jun-May",25.191
"Rye","Rye","Food use","United States","Million bushels","2022/23","MY Jun-May",3.63
"Rye","Rye","Seed use","United States","Million bushels","2022/23","MY Jun-May",4.84
"Rye","Rye","Industrial use","United States","Million bushels","2022/23","MY Jun-May",11.907
"Rye","Rye","Feed and residual use","United States","Million bushels","2022/23","MY Jun-May",3.527
"Rye","Rye","Total domestic use","United States","Million bushels","2022/23","MY Jun-May",23.904
"Rye","Rye","Exports","United States","Million bushels","2022/23","MY Jun-May",0.082
"Rye","Rye","Total disappearance","United States","Million bushels","2022/23","MY Jun-May",23.986
"Rye","Rye","Ending stocks","United States","Million bushels","2022/23","MY Jun-May",1.205
"Rye","Rye","Ending stocks","United States","Million bushels","2023/24","MY Jun-May",0.799
"Rye","Rye","Total disappearance","United States","Million bushels","2023/24","MY Jun-May",24.968
"Rye","Rye","Exports","United States","Million bushels","2023/24","MY Jun-May",0.301
"Rye","Rye","Total domestic use","United States","Million bushels","2023/24","MY Jun-May",24.667
"Rye","Rye","Feed and residual use","United States","Million bushels","2023/24","MY Jun-May",6.794
"Rye","Rye","Industrial use","United States","Million bushels","2023/24","MY Jun-May",9.663
"Rye","Rye","Seed use","United States","Million bushels","2023/24","MY Jun-May",4.56
"Rye","Rye","Food use","United States","Million bushels","2023/24","MY Jun-May",3.65
"Rye","Rye","Total supply","United States","Million bushels","2023/24","MY Jun-May",25.767
"Rye","Rye","Imports","United States","Million bushels","2023/24","MY Jun-May",14.187
"Rye","Rye","Production","United States","Million bushels","2023/24","MY Jun-May",10.375
"Rye","Rye","Beginning stocks","United States","Million bushels","2023/24","MY Jun-May",1.205
"Rye","Rye","Beginning stocks","United States","Million bushels","2024/25","MY Jun-May",0.799
"Rye","Rye","Production","United States","Million bushels","2024/25","MY Jun-May",14.729
"Rye","Rye","Imports","United States","Million bushels","2024/25","MY Jun-May",8.476
"Rye","Rye","Total supply","United States","Million bushels","2024/25","MY Jun-May",24.004
"Rye","Rye","Food use","United States","Million bushels","2024/25","MY Jun-May",3.67
"Rye","Rye","Seed use","United States","Million bushels","2024/25","MY Jun-May",4.67
"Rye","Rye","Industrial use","United States","Million bushels","2024/25","MY Jun-May",10
"Rye","Rye","Feed and residual use","United States","Million bushels","2024/25","MY Jun-May",4.804
"Rye","Rye","Total domestic use","United States","Million bushels","2024/25","MY Jun-May",23.144
"Rye","Rye","Exports","United States","Million bushels","2024/25","MY Jun-May",0.106
"Rye","Rye","Total disappearance","United States","Million bushels","2024/25","MY Jun-May",23.25
"Rye","Rye","Ending stocks","United States","Million bushels","2024/25","MY Jun-May",0.754
"Rye","Rye","Ending stocks","United States","Million bushels","2025/26","MY Jun-May",0.85
"Rye","Rye","Total disappearance","United States","Million bushels","2025/26","MY Jun-May",20.363
"Rye","Rye","Exports","United States","Million bushels","2025/26","MY Jun-May",0.2
"Rye","Rye","Total domestic use","United States","Million bushels","2025/26","MY Jun-May",20.163
"Rye","Rye","Feed and residual use","United States","Million bushels","2025/26","MY Jun-May",2.823
"Rye","Rye","Industrial use","United States","Million bushels","2025/26","MY Jun-May",10
"Rye","Rye","Seed use","United States","Million bushels","2025/26","MY Jun-May",4.65
"Rye","Rye","Food use","United States","Million bushels","2025/26","MY Jun-May",2.69
"Rye","Rye","Total supply","United States","Million bushels","2025/26","MY Jun-May",21.213
"Rye","Rye","Imports","United States","Million bushels","2025/26","MY Jun-May",8
"Rye","Rye","Production","United States","Million bushels","2025/26","MY Jun-May",12.459
"Rye","Rye","Beginning stocks","United States","Million bushels","2025/26","MY Jun-May",0.754
